File Download URL	Experiment Set Accession	Experiment Accession	File Accession	Size (MB)	md5sum	File Type	File Format	Bio Rep No	Tech Rep No	Biosource Type	Organism	Related File Relationship	Related File	Paired End	Set Status	File Status	Publication	Experiment Type	Replicate Info	Assay Details	Biosource	Dataset	Condition	In Experiment As	Project	Generating Lab	Experimental Lab	Contributing Lab	Notes	Open Data URL
https://data.4dnucleome.org/files-processed/4DNFID4SLU53/@@download/4DNFID4SLU53.hic	4DNESM14SDMG	4DNEXJABL4HB	4DNFID4SLU53	1011.43	958de3d695d1e45433d2b277e0fbd14b	contact matrix	hic	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	10 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cceaad1a-e01e-4430-8bd6-24ffa6891802/4DNFID4SLU53.hic
https://data.4dnucleome.org/files-processed/4DNFI5LTCTMQ/@@download/4DNFI5LTCTMQ.mcool	4DNESM14SDMG	4DNEXJABL4HB	4DNFI5LTCTMQ	566.69	962262686a9b030dba65ce4ff16faf92	contact matrix	mcool	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	10 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/88b7b1f6-59d0-456f-a433-a7ee2f19f325/4DNFI5LTCTMQ.mcool
https://data.4dnucleome.org/files-processed/4DNFIBQFDOW6/@@download/4DNFIBQFDOW6.bw	4DNESM14SDMG	4DNEXJABL4HB	4DNFIBQFDOW6	0.20	8ad7950d6e74a16b3e3be288e958c50f	compartments	bw	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	10 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/9a1c4099-b038-4c80-8c75-3717a6dbfd8e/4DNFIBQFDOW6.bw
https://data.4dnucleome.org/files-processed/4DNFIP1NCRCO/@@download/4DNFIP1NCRCO.pairs.gz	4DNESM6U2PMJ	4DNEX662WIZP, 4DNEXDSBKW4L	4DNFIP1NCRCO	111.80	51ec20aa69a509fb87f121e181ffac43	contact list-combined	pairs	2, 1	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	RAD21-depleted and reintroduced for 40 min, no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/04eca453-e15b-4a54-9b6f-2c1defc4dd5a/4DNFIP1NCRCO.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIP1NCRCO/@@download/4DNFIP1NCRCO.pairs.gz.px2	4DNESM6U2PMJ	4DNEX662WIZP, 4DNEXDSBKW4L	4DNFIP1NCRCO	7.65	9eef6833f905e79f732f2dbc05d5492f	contact list-combined	pairs_px2	2, 1	1, 1	immortalized cell line	human	secondary file for	4DNFIP1NCRCO	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	RAD21-depleted and reintroduced for 40 min, no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/04eca453-e15b-4a54-9b6f-2c1defc4dd5a/4DNFIP1NCRCO.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI44JLUSL/@@download/4DNFI44JLUSL.hic	4DNESM6U2PMJ	4DNEX662WIZP, 4DNEXDSBKW4L	4DNFI44JLUSL	404.40	d2b0c12e841fe5bde10d9f32cd092e54	contact matrix	hic	2, 1	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	RAD21-depleted and reintroduced for 40 min, no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/48a8cf86-3248-4a8e-8e85-472ec219d49c/4DNFI44JLUSL.hic
https://data.4dnucleome.org/files-processed/4DNFIWSW17Q9/@@download/4DNFIWSW17Q9.mcool	4DNESM6U2PMJ	4DNEX662WIZP, 4DNEXDSBKW4L	4DNFIWSW17Q9	172.30	bfd1ebbb33c59ce622379ff87d512245	contact matrix	mcool	2, 1	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	RAD21-depleted and reintroduced for 40 min, no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c03648ff-cf08-47c3-9765-6d3d5cb8487b/4DNFIWSW17Q9.mcool
https://data.4dnucleome.org/files-processed/4DNFIIYWRGUX/@@download/4DNFIIYWRGUX.bw	4DNESM6U2PMJ	4DNEX662WIZP, 4DNEXDSBKW4L	4DNFIIYWRGUX	0.20	bc9373aaf5b298e473089085f167ccd4	compartments	bw	2, 1	1, 1	immortalized cell line	human	N/A	N/A	N/A	released	released	Vian L et al. (2018)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	RAD21-depleted and reintroduced for 40 min, no ATP	processed file	External	4DN DCIC, HMS	Rafael Casellas, NIH	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b9de5ea2-e34b-45f6-8e7a-02931313cea6/4DNFIIYWRGUX.bw
https://data.4dnucleome.org/files-processed/4DNFIFZTWFQZ/@@download/4DNFIFZTWFQZ.pairs.gz	4DNESM7PB81R	4DNEX78QMM9J	4DNFIFZTWFQZ	1033.98	1c78755ec115b160eedc9307ad69833d	contact list-combined	pairs	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	8 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56f785d7-b531-4ba3-b496-3abe4adb0271/4DNFIFZTWFQZ.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIFZTWFQZ/@@download/4DNFIFZTWFQZ.pairs.gz.px2	4DNESM7PB81R	4DNEX78QMM9J	4DNFIFZTWFQZ	12.05	18f305a01750753d2e188455533857e4	contact list-combined	pairs_px2	1	1	immortalized cell line	human	secondary file for	4DNFIFZTWFQZ	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	8 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/56f785d7-b531-4ba3-b496-3abe4adb0271/4DNFIFZTWFQZ.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIIFBC8WN/@@download/4DNFIIFBC8WN.hic	4DNESM7PB81R	4DNEX78QMM9J	4DNFIIFBC8WN	1129.85	b5ced67c8f863b99e1fd0ee816ffc505	contact matrix	hic	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	8 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/a268f28f-c6d9-4324-8989-75d2d317af1b/4DNFIIFBC8WN.hic
https://data.4dnucleome.org/files-processed/4DNFI7RKBBP3/@@download/4DNFI7RKBBP3.mcool	4DNESM7PB81R	4DNEX78QMM9J	4DNFI7RKBBP3	650.04	da53570715cd1dbb7d63854adff9d73f	contact matrix	mcool	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	8 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/bbd4de5a-b815-47c1-9e99-fa51aba39b48/4DNFI7RKBBP3.mcool
https://data.4dnucleome.org/files-processed/4DNFIJQCONCX/@@download/4DNFIJQCONCX.bw	4DNESM7PB81R	4DNEX78QMM9J	4DNFIJQCONCX	0.20	7b88f76f6f63b2ef6ef670eeea2f4ed1	compartments	bw	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	8 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/eefad9cc-e12b-404e-99f7-f7bb66fe72be/4DNFIJQCONCX.bw
https://data.4dnucleome.org/files-processed/4DNFIOES1A7U/@@download/4DNFIOES1A7U.pairs.gz	4DNESMG7JML8	4DNEXBZ6X5C1	4DNFIOES1A7U	535.89	ba3ce6f5abbe77ed841c1671cd63edf1	contact list-combined	pairs	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Belaghzal H et al. (2021)	in situ Hi-C	unreplicated	DpnII	K562 (Tier 2)	Liquified Chromatin Hi-C on K562 cells	Purified nuclei, pre-digestion with buffer for 24 hours, digestion with DpnII	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fea147cd-c74b-4cd1-8838-d03e158ee586/4DNFIOES1A7U.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIOES1A7U/@@download/4DNFIOES1A7U.pairs.gz.px2	4DNESMG7JML8	4DNEXBZ6X5C1	4DNFIOES1A7U	11.70	a7bc50b588b6fff82a2a5a398a078d4c	contact list-combined	pairs_px2	1	1	immortalized cell line	human	secondary file for	4DNFIOES1A7U	N/A	released	released	Belaghzal H et al. (2021)	in situ Hi-C	unreplicated	DpnII	K562 (Tier 2)	Liquified Chromatin Hi-C on K562 cells	Purified nuclei, pre-digestion with buffer for 24 hours, digestion with DpnII	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/fea147cd-c74b-4cd1-8838-d03e158ee586/4DNFIOES1A7U.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFISFM9VFK/@@download/4DNFISFM9VFK.hic	4DNESMG7JML8	4DNEXBZ6X5C1	4DNFISFM9VFK	895.90	07edf4994fd67a3c118b8344db0d60ab	contact matrix	hic	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Belaghzal H et al. (2021)	in situ Hi-C	unreplicated	DpnII	K562 (Tier 2)	Liquified Chromatin Hi-C on K562 cells	Purified nuclei, pre-digestion with buffer for 24 hours, digestion with DpnII	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/21a27b63-fd67-401b-9aa2-2798e6588d21/4DNFISFM9VFK.hic
https://data.4dnucleome.org/files-processed/4DNFIHB1Y35B/@@download/4DNFIHB1Y35B.mcool	4DNESMG7JML8	4DNEXBZ6X5C1	4DNFIHB1Y35B	461.61	32d9cb5cf20dba2634eefd66a273d494	contact matrix	mcool	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Belaghzal H et al. (2021)	in situ Hi-C	unreplicated	DpnII	K562 (Tier 2)	Liquified Chromatin Hi-C on K562 cells	Purified nuclei, pre-digestion with buffer for 24 hours, digestion with DpnII	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d7664ea0-653d-46ca-bff1-10c6d303e438/4DNFIHB1Y35B.mcool
https://data.4dnucleome.org/files-processed/4DNFIYMDZWW9/@@download/4DNFIYMDZWW9.bw	4DNESMG7JML8	4DNEXBZ6X5C1	4DNFIYMDZWW9	0.20	005d730e857be64e82feb60a20759129	compartments	bw	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Belaghzal H et al. (2021)	in situ Hi-C	unreplicated	DpnII	K562 (Tier 2)	Liquified Chromatin Hi-C on K562 cells	Purified nuclei, pre-digestion with buffer for 24 hours, digestion with DpnII	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/f512dadc-ad95-4166-90cc-eb0b72f5dfce/4DNFIYMDZWW9.bw
https://data.4dnucleome.org/files-processed/4DNFII12QOR6/@@download/4DNFII12QOR6.pairs.gz	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFII12QOR6	2344.92	f167ee25be4c29d0fee4896a30feafac	contact list-combined	pairs	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	N/A	N/A	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/93355b56-1858-44b6-a4a1-6e7d5ecc0031/4DNFII12QOR6.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFII12QOR6/@@download/4DNFII12QOR6.pairs.gz.px2	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFII12QOR6	11.68	a0f04e0fb36b3e12af5d74a005637a8e	contact list-combined	pairs_px2	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	secondary file for	4DNFII12QOR6	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	WARNING: some distinct reads in this file may share the same identifier because the file was generated after merging fastq files with integer identifiers (eg. @1, @2) during processing.	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/93355b56-1858-44b6-a4a1-6e7d5ecc0031/4DNFII12QOR6.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFI1CIGHYC/@@download/4DNFI1CIGHYC.hic	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFI1CIGHYC	2251.74	599c1546bc29bc3220aa49b5fcc968d7	contact matrix	hic	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	N/A	N/A	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/73c8147f-bc7d-4d33-8a10-a9e7b413ecc6/4DNFI1CIGHYC.hic
https://data.4dnucleome.org/files-processed/4DNFIAVRY6RG/@@download/4DNFIAVRY6RG.mcool	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFIAVRY6RG	1411.21	257f7a67599a70b55499c09e691ea424	contact matrix	mcool	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	N/A	N/A	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/ba7b4bcd-1778-46ab-a295-db5d32cad821/4DNFIAVRY6RG.mcool
https://data.4dnucleome.org/files-processed/4DNFIAGF9ZZ7/@@download/4DNFIAGF9ZZ7.bed.gz	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFIAGF9ZZ7	0.17	abc818a84d6690a5ec14a57c2953ad89	boundaries	bed	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	N/A	N/A	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/cddf8344-1983-475f-881b-2b22fc8c4433/4DNFIAGF9ZZ7.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIK1GQQHW/@@download/4DNFIK1GQQHW.bw	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFIK1GQQHW	8.05	f851279e9ad03f88dd3946e88a3ff3a2	insulation score-diamond	bw	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	N/A	N/A	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/6bce7741-12ed-49f3-9980-4974e6ad1020/4DNFIK1GQQHW.bw
https://data.4dnucleome.org/files-processed/4DNFI9Y3ESRX/@@download/4DNFI9Y3ESRX.bw	4DNESMLKX1ZM	4DNEXDDNBCPC, 4DNEXG3L2JA3, 4DNEXS9SJXOT, 4DNEXNTHJM26	4DNFI9Y3ESRX	0.20	3cb39054ccde2098b1e877864a481118	compartments	bw	1, 1, 1, 1	2, 3, 1, 4	immortalized cell line	human	N/A	N/A	N/A	released	released	Rao SSP et al. (2017)	in situ Hi-C	merged replicates	MboI	HCT116 with Crispr generated mClover and AID-tagged RAD21	Hi-C on RAD21-AID tagged HCT-116	cells arrested in G1/S phase, 6h auxin treatment	processed file	External	4DN DCIC, HMS	Erez Lieberman Aiden, BCM	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/d8fdbdc7-f0bb-4fe7-ae76-a58ffc2696c9/4DNFI9Y3ESRX.bw
https://data.4dnucleome.org/files-processed/4DNFIFKTOWQL/@@download/4DNFIFKTOWQL.pairs.gz	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFIFKTOWQL	44014.84	6d1fcbe99275c86041c43fe37600d4b1	contact list-combined	pairs	2, 1	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c7df9a98-ef9c-41f1-a320-fdc9be7d207e/4DNFIFKTOWQL.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIFKTOWQL/@@download/4DNFIFKTOWQL.pairs.gz.px2	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFIFKTOWQL	15.75	e03ae2ee6bbdd8b1f17af036c6cd90be	contact list-combined	pairs_px2	2, 1	1, 1	stem cell derived cell line	human	secondary file for	4DNFIFKTOWQL	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/c7df9a98-ef9c-41f1-a320-fdc9be7d207e/4DNFIFKTOWQL.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFIEJEFCAM/@@download/4DNFIEJEFCAM.hic	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFIEJEFCAM	14814.60	b9f3e21df9f8ec88e9ba4f39942eb335	contact matrix	hic	2, 1	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/b6ec6b71-27b8-4891-b10a-ab06a5270468/4DNFIEJEFCAM.hic
https://data.4dnucleome.org/files-processed/4DNFIPO1DGLH/@@download/4DNFIPO1DGLH.mcool	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFIPO1DGLH	10451.17	756918db1a2301ab405cdc26f2d97db1	contact matrix	mcool	2, 1	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/85c39b3e-df75-4970-8d10-b2c861c730ac/4DNFIPO1DGLH.mcool
https://data.4dnucleome.org/files-processed/4DNFI9JHUI2I/@@download/4DNFI9JHUI2I.bed.gz	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFI9JHUI2I	0.15	8358145cb7dfaa806ec7e80eb9dd2841	boundaries	bed	2, 1	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/60223e0e-f37b-4d1a-8684-e954f0b8eb51/4DNFI9JHUI2I.bed.gz
https://data.4dnucleome.org/files-processed/4DNFIQRP1XKH/@@download/4DNFIQRP1XKH.bw	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFIQRP1XKH	8.05	e31800aad0060af82d7f2660c29f1821	insulation score-diamond	bw	2, 1	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/1796f59a-2f6f-4e24-a02c-1907095751ad/4DNFIQRP1XKH.bw
https://data.4dnucleome.org/files-processed/4DNFISPMZ3RU/@@download/4DNFISPMZ3RU.bw	4DNESMU2MA2G	4DNEXIKZZCZH, 4DNEXCUGCHE3	4DNFISPMZ3RU	0.20	75a7172fb09ed5b3e50ae2038bb74096	compartments	bw	2, 1	1, 1	stem cell derived cell line	human	N/A	N/A	N/A	released	released	Zhang Y et al. (2019)	in situ Hi-C	merged replicates	MboI	H9 with targeted integration of GFP-tagged MYL2 differentiated to cardiac muscle myoblast	Hi-C on H9 cells during cardiomyocyte differentiation	cardiac progenitors	processed file	4DN	4DN DCIC, HMS	Bing Ren, UCSD	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/3b752207-4ded-4741-9349-afee747bfdce/4DNFISPMZ3RU.bw
https://data.4dnucleome.org/files-processed/4DNFILA3YW4C/@@download/4DNFILA3YW4C.pairs.gz	4DNESMYI53QK	4DNEXJ73BA1P	4DNFILA3YW4C	716.43	d97ef6d3171d51411e712d9e00313f1d	contact list-combined	pairs	1	1	immortalized cell line	human	N/A	N/A	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	3.5 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/15fac37b-6528-4c06-b9d1-4cd268ed141d/4DNFILA3YW4C.pairs.gz
https://data.4dnucleome.org/files-processed/4DNFILA3YW4C/@@download/4DNFILA3YW4C.pairs.gz.px2	4DNESMYI53QK	4DNEXJ73BA1P	4DNFILA3YW4C	11.52	17ef6ce76a7d9be1a512ebb1329e1fbf	contact list-combined	pairs_px2	1	1	immortalized cell line	human	secondary file for	4DNFILA3YW4C	N/A	released	released	Abramo K et al. (2019)	in situ Hi-C	unreplicated	DpnII	HeLa-S3	Hi-C on sync. HeLa cells - Rep1	3.5 hours after release from prometaphase arrest	processed file	4DN	4DN DCIC, HMS	Job Dekker, UMMS	N/A	N/A	https://4dn-open-data-public.s3.amazonaws.com/fourfront-webprod/wfoutput/15fac37b-6528-4c06-b9d1-4cd268ed141d/4DNFILA3YW4C.pairs.gz
