"Title","Description","BiocVersion","Genome","SourceType","SourceUrl","SourceVersion","Species","TaxonomyId","Coordinate_1_based","DataProvider","Maintainer","RDataClass","DispatchClass","RDataPath","Tags"
".mcool file of 4DN dataset 4DNFIX524X88","in situ Hi-C, Mll3-Mll4 DKO, Neural progenitor differentiation (60h) [4DNFIX524X88 - Yan J et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIX524X88/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIX524X88.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI3QLT3KJ","in situ Hi-C, no transcription [4DNFI3QLT3KJ - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI3QLT3KJ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI3QLT3KJ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIDIZMP9E","in situ Hi-C, In vitro for 45 h with alpha-amanitin (100 <U+03BC>g/ml) [4DNFIDIZMP9E - Du Z et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIDIZMP9E/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIDIZMP9E.mcool","HiCData"
".mcool file of 4DN dataset 4DNFILX91QL3","in situ Hi-C, RAD21-depleted and reintroduced for 20 min, no transcription [4DNFILX91QL3 - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFILX91QL3/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFILX91QL3.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI7FYKVFV","Capture Hi-C, anaphase/telophase [4DNFI7FYKVFV - Zhang H et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI7FYKVFV/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI7FYKVFV.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI4DCV74I","in situ Hi-C, mesoderm [4DNFI4DCV74I - Zhang Y et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI4DCV74I/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI4DCV74I.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI1F4VLKI","in situ Hi-C, RAD21-depleted and reintroduced for 180 min, no transcription [4DNFI1F4VLKI - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI1F4VLKI/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI1F4VLKI.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI8H9ECLI","in situ Hi-C, 24hpf [4DNFI8H9ECLI - Wike CL et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI8H9ECLI/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI8H9ECLI.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIU5DGDEQ","in situ Hi-C, RAD21-depleted and reintroduced for 24 hour, no transcription [4DNFIU5DGDEQ - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIU5DGDEQ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIU5DGDEQ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIIOUG5RF","in situ Hi-C, primitive cardiomyocytes [4DNFIIOUG5RF - Zhang Y et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIIOUG5RF/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIIOUG5RF.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI17N23FN","in situ Hi-C, control - sox4 gRNA without dCas9 [4DNFI17N23FN - Bonev B et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI17N23FN/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI17N23FN.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIOQLTI9G","in situ Hi-C, RAD21-depleted and reintroduced for 60 min [4DNFIOQLTI9G - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIOQLTI9G/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIOQLTI9G.mcool","HiCData"
".mcool file of 4DN dataset 4DNFITSJBJ9G","in situ Hi-C, 4 CTCF site region between Sox2 and SE [4DNFITSJBJ9G - Huang H et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFITSJBJ9G/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFITSJBJ9G.mcool","HiCData"
".mcool file of 4DN dataset 4DNFINLAEO87","in situ Hi-C, RAD21-depleted and reintroduced for 60 min, no ATP [4DNFINLAEO87 - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFINLAEO87/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFINLAEO87.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIC8UDI6X","in situ Hi-C, RAD21-depleted and reintroduced for 180 min, no ATP [4DNFIC8UDI6X - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIC8UDI6X/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIC8UDI6X.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIX34YFA7","in situ Hi-C, RAD21-depleted and reintroduced for 17 hour, no ATP [4DNFIX34YFA7 - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIX34YFA7/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIX34YFA7.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIC21MG3U","in situ Hi-C, G0G1 mESCs  (FACS sorted, Oct4-GFP+) [4DNFIC21MG3U - Bonev B et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIC21MG3U/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIC21MG3U.mcool","HiCData"
".mcool file of 4DN dataset 4DNFISA93XFU","in situ Hi-C, WT [4DNFISA93XFU - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFISA93XFU/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFISA93XFU.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIUH9FJR6","in situ Hi-C, Mature olfactory sensory neurons [4DNFIUH9FJR6 - Monahan K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIUH9FJR6/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIUH9FJR6.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIZNPXJ2V","in situ Hi-C, RAD21-depleted and reintroduced for 17 hour [4DNFIZNPXJ2V - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIZNPXJ2V/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIZNPXJ2V.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI7UMLK56","in situ Hi-C, RAD21-depleted and reintroduced for 40 min, no replication [4DNFI7UMLK56 - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI7UMLK56/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI7UMLK56.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI8DRD739","in situ Hi-C, Heat Shock [4DNFI8DRD739 - Ray J et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI8DRD739/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI8DRD739.mcool","HiCData"
".mcool file of 4DN dataset 4DNFILFLHYMF","in situ Hi-C, RAD21-depleted and reintroduced for 24 hour, no replication [4DNFILFLHYMF - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFILFLHYMF/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFILFLHYMF.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIE85D1NN","in situ Hi-C, RAD21-depleted and reintroduced for 180 min [4DNFIE85D1NN - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIE85D1NN/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIE85D1NN.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIZ1ZVXC8","in situ Hi-C, Control [4DNFIZ1ZVXC8 - Ray J et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIZ1ZVXC8/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIZ1ZVXC8.mcool","HiCData"
".mcool file of 4DN dataset 4DNFICRGVN5L","in situ Hi-C, No treatment control [4DNFICRGVN5L - Calandrelli R et al. (2022)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFICRGVN5L/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFICRGVN5L.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIBV4EA9G","in situ Hi-C, RAD21-depleted and reintroduced for 40 min, no ATP [4DNFIBV4EA9G - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIBV4EA9G/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIBV4EA9G.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIT7UO6QO","in situ Hi-C, RAD21-depleted, no transcription [4DNFIT7UO6QO - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIT7UO6QO/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIT7UO6QO.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI49AKWWI","in situ Hi-C, 4hpf [4DNFI49AKWWI - Wike CL et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI49AKWWI/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI49AKWWI.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIF7DNLB6","in situ Hi-C, control - zfp608 gRNA with empty dCas9 [4DNFIF7DNLB6 - Bonev B et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIF7DNLB6/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIF7DNLB6.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIYVFZBFV","in situ Hi-C, 2.25hpf [4DNFIYVFZBFV - Wike CL et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIYVFZBFV/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIYVFZBFV.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIG7XSEXB","in situ Hi-C, RAD21-depleted and reintroduced for 40 min, no transcription [4DNFIG7XSEXB - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIG7XSEXB/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIG7XSEXB.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIHBTUDO9","in situ Hi-C, Mature Olfr1507 expressing olfactory sensory neurons [4DNFIHBTUDO9 - Monahan K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIHBTUDO9/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIHBTUDO9.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI96HE5KV","in situ Hi-C, RAD21-depleted, no ATP [4DNFI96HE5KV - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI96HE5KV/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI96HE5KV.mcool","HiCData"
".mcool file of 4DN dataset 4DNFITPMHGXP","in situ Hi-C, RAD21-depleted [4DNFITPMHGXP - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFITPMHGXP/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFITPMHGXP.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIHBPVHPR","in situ Hi-C, WT, Neural progenitor differentiation (60h) [4DNFIHBPVHPR - Yan J et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIHBPVHPR/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIHBPVHPR.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIIXUXJNC","in situ Hi-C, RAD21-depleted and reintroduced for 60 min, no replication [4DNFIIXUXJNC - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIIXUXJNC/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIIXUXJNC.mcool","HiCData"
".mcool file of 4DN dataset 4DNFICQK4N8B","Capture Hi-C, mid-G1 [4DNFICQK4N8B - Zhang H et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFICQK4N8B/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFICQK4N8B.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI9O58861","in situ Hi-C, 4hpf, DMSO treated [4DNFI9O58861 - Wike CL et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI9O58861/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI9O58861.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIU4BSYEG","in situ Hi-C, no replication [4DNFIU4BSYEG - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIU4BSYEG/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIU4BSYEG.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIA99HPTQ","in situ Hi-C, Early 2-cell embryos [4DNFIA99HPTQ - Du Z et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIA99HPTQ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIA99HPTQ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFID42XF2K","in situ Hi-C, SARS-Cov2 infected [4DNFID42XF2K - Zazhytska M et al. (2022)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFID42XF2K/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFID42XF2K.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIT64Q7A3","in situ Hi-C, WT [4DNFIT64Q7A3 - Haarhuis JHI et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIT64Q7A3/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIT64Q7A3.mcool","HiCData"
".mcool file of 4DN dataset 4DNFICB2MFR8","in situ Hi-C, RAD21-depleted and reintroduced for 40 min, no transcription [4DNFICB2MFR8 - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFICB2MFR8/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFICB2MFR8.mcool","HiCData"
".mcool file of 4DN dataset 4DNFITRU4CYZ","in situ Hi-C, no ATP [4DNFITRU4CYZ - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFITRU4CYZ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFITRU4CYZ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIKK3QG34","in situ Hi-C, G0G1 neural progenitors cells  (FACS sorted, Sox1-GFP+) [4DNFIKK3QG34 - Bonev B et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIKK3QG34/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIKK3QG34.mcool","HiCData"
".mcool file of 4DN dataset 4DNFINBNRNFT","in situ Hi-C, RAD21-depleted and reintroduced for 20 min [4DNFINBNRNFT - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFINBNRNFT/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFINBNRNFT.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI5QJNFAT","in situ Hi-C, WT [4DNFI5QJNFAT - Kubo N et al. (2021)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI5QJNFAT/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI5QJNFAT.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIV3PIEQJ","in situ Hi-C, WT [4DNFIV3PIEQJ - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIV3PIEQJ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIV3PIEQJ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIOI9W577","in situ Hi-C, control [4DNFIOI9W577 - Zazhytska M et al. (2022)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIOI9W577/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIOI9W577.mcool","HiCData"
".mcool file of 4DN dataset 4DNFISG9J7WY","in situ Hi-C, no transcription [4DNFISG9J7WY - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFISG9J7WY/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFISG9J7WY.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIUWSF5UZ","in situ Hi-C, no ATP [4DNFIUWSF5UZ - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIUWSF5UZ/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIUWSF5UZ.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI9ZY354E","in situ Hi-C, early G1 [4DNFI9ZY354E - Zhang H et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI9ZY354E/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI9ZY354E.mcool","HiCData"
".mcool file of 4DN dataset 4DNFINSF15ZM","in situ Hi-C, RAD21-depleted and reintroduced for 20 hour [4DNFINSF15ZM - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFINSF15ZM/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFINSF15ZM.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIWSW17Q9","in situ Hi-C, RAD21-depleted and reintroduced for 40 min, no ATP [4DNFIWSW17Q9 - Vian L et al. (2018)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIWSW17Q9/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIWSW17Q9.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIPO1DGLH","in situ Hi-C, cardiac progenitors [4DNFIPO1DGLH - Zhang Y et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIPO1DGLH/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIPO1DGLH.mcool","HiCData"
".mcool file of 4DN dataset 4DNFITHTURR9","in situ Hi-C, ES cells [4DNFITHTURR9 - Du Z et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFITHTURR9/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFITHTURR9.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIOND1BJD","in situ Hi-C, SCC4 knock out [4DNFIOND1BJD - Haarhuis JHI et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIOND1BJD/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIOND1BJD.mcool","HiCData"
".mcool file of 4DN dataset 4DNFICC1E96C","Capture Hi-C, anaphase/telophase [4DNFICC1E96C - Zhang H et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFICC1E96C/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFICC1E96C.mcool","HiCData"
".mcool file of 4DN dataset 4DNFIYKBWW4V","in situ Hi-C, wild-type [4DNFIYKBWW4V - Emerson DJ et al. (2022)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFIYKBWW4V/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFIYKBWW4V.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI3M6726I","in situ Hi-C, Mature Olfr17 expressing olfactory sensory neurons [4DNFI3M6726I - Monahan K et al. (2019)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI3M6726I/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI3M6726I.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI5VNU8N5","in situ Hi-C, In vitro for 20 h [4DNFI5VNU8N5 - Du Z et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI5VNU8N5/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI5VNU8N5.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI4E2U77R","in situ Hi-C, Oocytes in metaphase II [4DNFI4E2U77R - Du Z et al. (2017)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI4E2U77R/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI4E2U77R.mcool","HiCData"
".mcool file of 4DN dataset 4DNFI7V61PXA","in situ Hi-C, control [4DNFI7V61PXA - Zazhytska M et al. (2022)]",3.17,NA,"TXT","https://data.4dnucleome.org/experiment-set-replicates/4DNFI7V61PXA/","Dec 1 2022",NA,NA,"FALSE","Jacques Serizay","Jacques Serizay <jacquesserizay@gmail.com>","character","FilePath","fourDNData/4DNFI7V61PXA.mcool","HiCData"
